ID,Employee Satisfaction,Employer Ratings,Monthly working hours
11005,0.7,0.54,263
11006,0.51,0.62,185
11007,0.12,0.49,191
11008,0.14,0.56,259
11009,0.86,0.91,253
11010,0.97,0.5,216
11011,1,0.86,264
11012,0.49,0.63,181
11013,0.9,0.93,209
11014,0.82,0.89,239
11015,0.59,0.48,197
11016,0.97,0.57,150
11017,0.69,0.88,164
11018,0.73,0.84,216
11019,0.48,0.74,271
11020,0.94,0.49,176
11021,0.74,0.73,156
11022,0.65,0.63,143
11023,0.93,0.94,233
11024,0.57,0.67,138
11025,0.9,0.49,259
11026,0.55,0.86,169
11027,0.59,0.73,172
11028,0.72,0.98,156
11029,0.87,0.52,140
11030,0.86,0.82,212
11031,0.61,0.5,269
11032,0.45,0.63,111
11033,0.51,0.63,198
11034,0.87,0.92,263
11035,0.29,0.38,191
11036,0.57,0.64,188
11037,0.69,0.83,252
11038,0.61,0.9,142
11039,0.96,0.85,247
11040,0.16,0.61,269
11041,0.96,0.82,244
11042,0.77,0.81,164
11043,0.85,0.87,232
11044,0.37,0.49,177
11045,0.68,0.65,173
11046,0.87,0.6,165
11047,0.95,0.8,225
11048,0.84,0.63,121
11049,0.44,0.51,219
11050,0.94,0.73,204
11051,0.85,0.94,235
11052,0.75,0.51,215
11053,0.76,0.67,243
11054,0.13,0.97,162
11055,0.6,0.79,262
11056,0.45,0.55,206
11057,0.49,1,125
11058,0.19,0.36,167
11059,0.68,0.89,218
11060,0.53,0.91,181
11061,1,0.77,269
11062,0.99,0.86,167
11063,0.29,0.75,271
11064,0.54,0.83,201
11065,0.25,0.9,229
11066,0.71,0.76,148
11067,0.96,0.84,147
11068,0.8,0.9,211
11069,0.82,0.87,145
11070,0.19,0.97,269
11071,0.43,0.74,129
11072,0.62,0.84,270
11073,0.75,0.85,250
11074,0.56,0.48,192
11075,0.88,0.91,233
11076,0.63,0.57,192
11077,0.75,0.93,247
11078,0.74,1,192
11079,0.55,0.68,178
11080,0.87,0.55,197
11081,0.13,0.9,264
11082,0.33,0.64,274
11083,0.89,0.97,147
11084,0.56,0.94,154
11085,0.95,0.61,224
11086,0.57,0.59,250
11087,0.72,0.53,179
11088,0.28,0.44,170
11089,0.54,0.61,118
11090,0.54,0.95,256
11091,0.99,0.8,209
11092,0.37,0.69,146
11093,0.77,0.87,275
11094,0.7,0.88,180
11095,0.8,0.74,228
11096,0.52,0.63,204
11097,0.69,0.55,172
11098,0.6,0.62,274
11099,0.74,0.64,136
11100,0.69,0.82,252
11101,0.78,0.89,137
11102,0.77,0.75,191
11103,0.91,0.68,132
11104,0.54,0.68,249
11105,0.48,0.77,274
11106,0.55,0.96,194
11107,0.17,0.36,191
11108,0.77,0.83,216
11109,0.93,0.98,241
11110,0.65,0.91,243
11111,0.67,0.52,207
11112,0.95,0.88,199
11113,0.61,0.97,286
11114,0.57,0.39,132
11115,0.65,1,229
11116,0.85,0.81,260
11117,0.61,0.96,214
11118,0.65,0.9,217
11119,0.92,0.93,225
11120,0.37,0.41,113
11121,0.48,0.77,250
11122,0.82,0.91,271
11123,0.84,0.75,135
11124,0.57,0.46,100
11125,0.8,0.75,224
11126,0.49,0.91,134
11127,0.79,0.82,158
11128,0.48,0.67,183
11129,0.28,0.89,97
11130,0.47,0.56,226
11131,0.91,0.6,235
11132,0.75,0.6,186
11133,0.61,0.89,242
11134,0.47,0.79,284
11135,0.22,0.7,274
11136,0.5,0.48,130
11137,0.56,0.87,146
11138,0.84,0.85,207
11139,0.69,0.72,210
11140,0.53,0.64,143
11141,0.17,0.57,116
11142,0.48,0.71,162
11143,0.94,0.51,242
11144,0.77,0.89,153
11145,1,0.72,194
11146,0.49,0.65,233
11147,0.93,0.73,283
11148,0.38,0.43,188
11149,0.6,0.54,182
11150,0.5,0.82,286
11151,0.97,0.55,212
11152,0.93,0.95,176
11153,0.5,1,264
11154,0.52,0.84,261
11155,0.5,0.71,163
11156,0.55,0.4,139
11157,0.95,0.84,261
11158,0.48,0.42,275
11159,0.51,0.39,132
11160,0.96,0.48,202
11161,0.97,0.84,177
11162,0.97,0.66,234
11163,0.71,0.54,188
11164,0.82,0.49,203
11165,0.57,1,227
11166,0.48,0.93,150
11167,0.71,0.64,267
11168,0.63,0.61,186
11169,0.99,0.84,142
11170,0.79,0.83,126
11171,0.65,0.85,201
11172,0.7,0.85,142
11173,0.99,0.94,167
11174,0.65,0.62,258
11175,0.92,0.85,207
11176,0.24,0.5,282
11177,0.39,0.89,188
11178,0.82,0.85,214
11179,0.78,0.89,272
11180,0.62,0.79,259
11181,0.6,0.61,191
11182,0.49,0.57,192
11183,0.82,0.82,164
11184,0.48,0.81,149
11185,0.69,0.56,149
11186,0.4,0.89,165
11187,0.72,0.8,222
11188,0.75,0.84,222
11189,0.5,0.77,265
11190,0.78,0.5,247
11191,0.76,0.45,147
11192,0.94,0.52,273
11193,0.24,0.94,144
11194,0.99,0.66,181
11195,0.67,0.64,198
11196,0.76,0.57,255
11197,0.76,0.77,169
11198,0.55,0.64,201
11199,0.74,0.6,274
11200,0.81,0.85,134
11201,0.98,0.67,190
11202,0.98,0.98,170
11203,0.58,0.91,154
11204,0.18,0.75,142
11205,0.57,0.67,235
11206,0.7,0.62,110
11207,0.49,0.77,211
11208,0.7,0.56,214
11209,0.16,0.93,210
11210,0.58,0.59,207
11211,0.66,0.57,161
11212,0.51,0.55,102
11213,0.48,0.84,186
11214,0.56,0.71,211
11215,0.81,0.62,240
11216,0.57,0.7,237
11217,0.66,0.53,164
11218,0.22,0.91,222
11219,0.96,0.71,205
11220,0.87,0.88,140
11221,0.61,0.42,103
11222,0.66,0.85,178
11223,0.9,0.51,137
11224,0.64,0.67,143
11225,0.76,0.82,170
11226,0.97,0.41,135
11227,0.69,0.76,174
11228,0.98,0.55,166
11229,0.18,0.61,174
11230,0.62,0.91,251
11231,0.29,0.37,187
11232,0.87,0.48,170
11233,0.91,0.64,241
11234,0.53,0.79,221
11235,0.69,0.73,257
11236,0.14,0.58,275
11237,0.7,0.77,245
11238,0.77,0.75,246
11239,0.77,0.76,263
11240,0.76,0.99,133
11241,0.66,0.49,157
11242,0.5,0.95,198
11243,0.57,0.9,145
11244,0.97,0.62,118
11245,0.26,0.99,184
11246,0.72,0.62,243
11247,0.83,0.93,247
11248,0.55,0.4,158
11249,0.77,0.74,243
11250,0.24,0.63,203
11251,0.8,0.96,161
11252,0.5,0.59,214
11253,0.66,0.59,179
11254,0.66,0.77,188
11255,0.66,0.81,174
11256,0.96,0.83,177
11257,0.75,0.94,194
11258,0.78,0.77,244
11259,0.57,0.82,269
11260,0.78,0.68,159
11261,0.57,0.88,140
11262,0.84,0.56,224
11263,0.23,0.94,242
11264,0.53,0.37,180
11265,0.82,0.71,150
11266,0.59,0.64,269
11267,0.5,0.52,178
11268,1,0.74,187
11269,0.94,0.61,140
11270,0.86,0.61,193
11271,0.73,0.49,243
11272,0.49,0.94,144
11273,0.79,0.73,147
11274,0.83,0.5,165
11275,0.85,0.67,176
11276,0.65,0.37,170
11277,0.94,0.65,213
11278,0.76,0.81,242
11279,0.77,0.54,139
11280,0.77,0.91,239
11281,0.59,0.64,123
11282,0.69,0.9,185
11283,0.51,0.85,186
11284,0.8,0.67,178
11285,0.98,0.7,153
11286,0.69,0.72,185
11287,0.14,0.76,142
11288,0.95,0.9,221
11289,0.53,0.61,148
11290,0.64,0.52,258
11291,0.51,0.73,229
11292,0.36,0.73,111
11293,0.62,0.97,271
11294,0.98,0.58,133
11295,0.53,0.7,223
11296,0.8,0.95,272
11297,0.73,0.77,233
11298,0.82,0.8,162
11299,0.62,0.75,165
11300,0.87,0.48,242
11301,0.43,0.65,124
11302,0.57,0.6,163
11303,0.91,0.77,144
11304,0.75,0.59,149
11305,0.76,0.8,217
11306,0.85,0.49,139
11307,0.56,0.67,270
11308,0.86,0.84,177
11309,0.21,0.43,175
11310,0.94,0.59,151
11311,0.98,0.74,185
11312,0.42,0.45,227
11313,0.98,0.89,218
11314,1,0.93,167
11315,0.95,0.52,183
11316,0.95,0.5,259
11317,0.68,0.53,138
11318,0.64,0.38,122
11319,0.24,0.62,225
11320,0.37,0.72,121
11321,0.67,0.4,274
11322,0.86,0.89,153
11323,0.43,0.38,119
11324,0.67,0.67,141
11325,0.92,0.6,161
11326,0.43,0.46,186
11327,0.52,0.8,252
11328,0.16,0.42,182
11329,0.49,0.6,264
11330,0.37,0.63,167
11331,0.98,0.68,171
11332,0.33,0.97,130
11333,0.14,0.79,271
11334,0.54,0.79,249
11335,0.63,0.48,180
11336,0.55,0.69,220
11337,0.84,0.53,210
11338,0.51,0.97,258
11339,0.15,0.75,150
11340,0.97,0.79,259
11341,0.67,0.69,231
11342,0.48,0.67,220
11343,0.69,0.58,149
11344,0.6,0.62,238
11345,0.82,0.71,209
11346,0.86,0.95,149
11347,0.69,0.59,264
11348,0.87,0.87,207
11349,0.17,0.78,239
11350,0.94,0.51,239
11351,0.5,1,258
11352,0.16,0.72,203
11353,0.89,0.99,258
11354,0.69,0.51,257
11355,0.5,0.51,134
11356,0.16,0.46,240
11357,0.75,0.99,237
11358,0.64,0.66,157
11359,0.78,0.43,275
11360,0.81,0.74,228
11361,0.55,0.58,254
11362,0.53,0.53,257
11363,0.69,0.73,231
11364,0.8,0.53,217
11365,0.77,0.98,286
11366,0.84,0.8,236
11367,0.64,0.55,215
11368,0.78,0.57,157
11369,0.67,0.7,149
11370,0.81,0.77,221
11371,0.91,0.82,238
11372,0.75,0.89,250
11373,0.78,0.96,202
11374,0.54,0.52,173
11375,0.77,0.71,250
11376,0.89,0.63,270
11377,0.16,0.98,232
11378,0.77,0.99,260
11379,0.69,0.48,232
11380,0.61,0.81,134
11381,0.59,0.81,189
11382,0.58,0.8,113
11383,0.88,0.67,264
11384,0.51,0.63,260
11385,0.31,0.7,132
11386,0.52,0.52,168
11387,0.57,0.46,186
11388,0.5,0.77,267
11389,0.74,0.63,180
11390,0.74,0.77,211
11391,0.82,0.51,268
11392,0.74,0.71,206
11393,0.2,0.59,113
11394,0.63,0.48,179
11395,0.19,0.8,157
11396,0.4,0.62,127
11397,0.71,0.37,179
11398,0.84,0.73,197
11399,0.59,0.84,251
11400,0.57,0.85,250
11401,0.81,0.61,176
11402,0.8,0.7,246
11403,0.49,0.66,155
11404,0.55,0.64,178
11405,0.68,0.4,213
11406,0.55,0.67,150
11407,0.59,0.62,166
11408,0.91,0.8,169
11409,0.48,0.9,208
11410,0.84,0.66,209
11411,0.73,0.54,167
11412,0.28,0.59,281
11413,0.77,0.65,156
11414,0.67,0.65,265
11415,0.5,0.53,142
11416,0.32,0.47,143
11417,0.57,0.78,134
11418,0.51,0.8,268
11419,0.61,0.6,255
11420,0.83,0.73,157
11421,0.87,0.97,151
11422,0.7,0.63,157
11423,0.78,0.65,139
11424,0.71,0.53,196
11425,0.68,0.99,159
11426,0.75,0.53,224
11427,0.7,0.53,215
11428,0.59,0.94,157
11429,0.64,0.87,157
11430,0.61,0.88,146
11431,0.77,0.49,286
11432,0.51,0.64,203
11433,0.49,0.49,168
11434,0.77,0.75,170
11435,0.31,0.86,266
11436,0.54,0.76,183
11437,0.56,0.66,264
11438,0.65,0.77,205
11439,0.49,0.36,192
11440,0.82,0.79,176
11441,0.6,0.52,183
11442,0.64,0.63,156
11443,0.7,0.68,150
11444,0.65,0.89,204
11445,0.69,0.78,131
11446,0.93,0.74,248
11447,0.55,0.52,168
11448,0.75,0.87,146
11449,0.47,0.43,246
11450,0.72,0.88,216
11451,0.59,0.92,203
11452,0.98,0.49,199
11453,0.39,0.52,102
11454,0.93,0.87,139
11455,0.71,0.97,208
11456,0.49,0.54,215
11457,0.63,0.93,233
11458,0.45,0.64,169
11459,0.77,0.64,190
11460,0.77,0.63,236
11461,0.5,0.92,266
11462,0.45,0.42,156
11463,0.81,0.47,153
11464,0.83,0.67,175
11465,0.47,0.76,174
11466,0.25,0.89,154
11467,0.89,0.55,251
11468,0.97,0.57,164
11469,0.6,0.65,225
11470,0.67,0.72,134
11471,0.89,0.77,144
11472,0.6,0.91,211
11473,0.64,0.79,139
11474,0.57,0.66,268
11475,0.56,0.98,171
11476,0.6,0.9,260
11477,0.17,0.66,224
11478,0.74,0.49,233
11479,0.44,0.41,125
11480,0.51,0.89,233
11481,0.86,0.57,162
11482,0.96,0.48,198
11483,0.87,0.82,198
11484,0.58,0.79,243
11485,0.24,0.56,281
11486,0.42,0.8,259
11487,0.65,0.94,184
11488,0.73,0.92,189
11489,0.63,0.6,258
11490,0.95,0.48,225
11491,0.52,0.83,145
11492,0.96,0.55,164
11493,0.66,0.51,254
11494,0.98,0.44,154
11495,0.56,0.79,248
11496,0.97,0.54,154
11497,0.72,0.92,242
11498,0.74,0.78,194
11499,0.2,0.6,261
11500,0.73,0.56,245
11501,0.76,0.79,247
11502,0.65,0.54,147
11503,0.66,0.5,139
11504,0.96,0.97,137
11505,0.57,0.55,177
11506,0.61,0.82,184
11507,0.57,0.69,212
11508,0.59,0.47,159
11509,0.92,0.68,178
11510,0.79,0.56,149
11511,0.95,0.66,223
11512,0.24,0.81,263
11513,0.49,0.52,161
11514,0.49,0.68,192
11515,0.97,0.51,215
11516,0.55,0.78,261
11517,0.76,0.56,222
11518,0.53,0.99,223
11519,0.51,0.86,182
11520,0.57,0.93,204
11521,0.58,0.91,195
11522,0.6,0.98,146
11523,0.65,0.74,233
11524,0.91,0.75,147
11525,0.65,0.55,156
11526,0.18,0.49,240
11527,0.66,0.9,177
11528,0.78,0.8,135
11529,0.82,0.65,178
11530,0.54,0.64,190
11531,0.95,0.84,240
11532,0.65,0.85,172
11533,0.83,0.55,271
11534,0.15,0.6,188
11535,0.59,0.59,197
11536,0.99,0.94,151
11537,0.76,0.72,263
11538,0.64,0.67,223
11539,0.95,0.75,151
11540,0.53,0.66,191
11541,0.59,0.5,162
11542,0.69,0.86,195
11543,0.5,0.49,222
11544,0.89,0.96,179
11545,0.56,0.39,106
11546,0.77,0.68,214
11547,0.15,0.75,259
11548,0.88,0.58,145
11549,0.89,0.86,153
11550,0.65,0.52,117
11551,0.58,0.99,207
11552,0.56,0.85,265
11553,0.25,0.72,279
11554,0.87,0.89,225
11555,0.62,0.4,158
11556,0.72,0.75,211
11557,0.49,0.94,175
11558,0.57,0.91,224
11559,0.63,0.65,190
11560,0.91,0.63,240
11561,0.7,0.68,225
11562,0.66,0.95,192
11563,0.77,0.48,262
11564,0.68,0.97,250
11565,0.34,0.46,155
11566,0.97,0.64,238
11567,0.57,0.75,249
11568,0.66,0.65,272
11569,0.68,0.67,162
11570,0.49,0.78,254
11571,0.72,0.66,184
11572,0.77,0.89,269
11573,0.77,0.73,201
11574,0.59,0.73,247
11575,0.41,0.67,221
11576,0.94,0.64,247
11577,0.91,0.61,135
11578,0.7,0.84,260
11579,0.51,0.52,188
11580,0.22,0.7,159
11581,0.69,0.65,153
11582,0.2,0.68,167
11583,0.9,0.85,158
11584,0.76,0.85,180
11585,0.88,0.51,211
11586,0.31,0.63,104
11587,0.17,0.66,174
11588,0.91,0.77,195
11589,0.97,0.38,211
11590,0.61,0.77,232
11591,0.74,0.67,216
11592,0.65,0.82,265
11593,0.87,0.73,184
11594,0.56,0.71,244
11595,0.78,0.69,202
11596,0.73,0.57,146
11597,0.66,0.78,161
11598,0.15,0.81,280
11599,0.52,0.69,208
11600,0.44,0.66,134
11601,0.7,0.7,162
11602,0.63,0.52,209
11603,0.89,0.59,265
11604,0.96,0.85,173
11605,0.98,0.99,261
11606,0.62,0.82,204
11607,0.62,0.73,144
11608,0.69,0.43,113
11609,0.5,0.91,144
11610,0.71,0.93,140
11611,0.5,0.68,245
11612,0.93,0.6,188
11613,0.95,0.77,199
11614,0.17,0.61,154
11615,0.92,0.68,138
11616,0.64,0.48,147
11617,0.27,0.42,173
11618,0.66,0.87,223
11619,0.59,0.69,200
11620,0.93,0.98,189
11621,0.58,0.67,133
11622,0.96,0.6,160
11623,0.69,0.85,153
11624,0.41,0.38,142
11625,0.36,0.41,167
11626,0.71,0.78,227
11627,0.94,0.9,144
11628,0.51,0.76,140
11629,0.83,0.48,220
11630,0.22,0.62,180
11631,0.66,0.89,173
11632,0.14,0.58,179
11633,0.16,0.96,137
11634,0.81,0.78,165
11635,0.73,0.94,177
11636,0.7,0.58,168
11637,0.62,0.73,245
11638,0.5,0.83,258
11639,0.7,0.88,159
11640,0.53,0.73,163
11641,0.87,0.9,174
11642,0.59,0.6,214
11643,0.94,0.67,191
11644,0.2,0.53,272
11645,0.42,0.44,183
11646,0.43,0.66,135
11647,0.43,0.76,154
11648,0.77,0.86,238
11649,0.76,0.98,235
11650,0.82,0.9,215
11651,0.75,0.66,234
11652,0.63,0.98,187
11653,0.51,0.75,133
11654,0.23,0.7,123
11655,0.77,0.58,202
11656,0.54,0.63,140
11657,0.63,0.85,182
11658,0.55,0.45,179
11659,0.31,0.63,150
11660,0.98,0.74,151
11661,0.16,0.95,117
11662,0.54,0.78,156
11663,0.73,0.48,211
11664,0.16,0.63,286
11665,0.57,0.82,233
11666,0.88,0.88,222
11667,0.95,0.81,258
11668,0.93,0.7,231
11669,0.91,0.58,220
11670,0.77,0.82,134
11671,0.24,0.94,141
11672,0.74,0.74,160
11673,0.53,0.59,259
11674,0.89,0.77,232
11675,0.23,0.77,272
11676,0.69,0.66,215
11677,0.52,0.72,222
11678,0.9,0.58,244
11679,0.92,0.63,224
11680,0.72,0.59,200
11681,0.92,0.61,143
11682,0.79,0.86,238
11683,0.48,0.89,145
11684,0.27,0.76,108
11685,0.67,0.49,247
11686,0.48,0.7,213
11687,0.99,0.6,209
11688,0.49,0.88,240
11689,0.39,0.45,100
11690,0.99,0.92,265
11691,0.78,0.57,209
11692,0.5,0.73,154
11693,0.61,0.79,230
11694,0.88,0.6,208
11695,0.44,0.44,141
11696,0.73,0.78,262
11697,0.58,0.84,206
11698,0.74,0.98,166
11699,0.32,0.48,117
11700,0.88,0.83,273
11701,0.81,0.9,270
11702,0.59,0.92,138
11703,0.79,0.65,235
11704,0.92,0.64,190
11705,0.76,0.85,192
11706,0.91,0.65,214
11707,0.8,0.84,242
11708,0.73,0.72,233
11709,0.88,0.53,218
11710,0.65,0.4,125
11711,0.84,0.5,178
11712,0.93,0.5,272
11713,0.64,0.6,265
11714,0.66,0.72,271
11715,0.76,0.56,179
11716,0.34,0.72,118
11717,0.48,0.8,196
11718,0.79,0.61,173
11719,0.82,0.67,156
11720,0.51,0.71,180
11721,0.84,0.78,263
11722,0.66,0.79,134
11723,0.72,0.88,189
11724,0.53,0.91,167
11725,0.81,0.8,132
11726,0.58,0.9,209
11727,0.82,0.56,227
11728,0.72,0.99,239
11729,0.9,0.54,172
11730,0.98,0.91,188
11731,0.56,0.74,265
11732,0.77,0.82,153
11733,0.61,0.89,242
11734,0.97,0.61,262
11735,0.64,0.55,246
11736,0.99,0.97,211
11737,0.61,0.42,145
11738,0.72,0.71,256
11739,0.67,0.91,245
11740,0.9,0.56,151
11741,0.9,0.73,245
11742,0.63,0.61,171
11743,0.64,0.88,252
11744,0.44,0.65,175
11745,0.64,0.94,210
11746,0.65,0.95,180
11747,0.69,0.9,103
11748,0.93,0.51,110
11749,0.73,0.9,184
11750,0.83,0.6,161
11751,0.82,0.49,210
11752,0.39,0.91,212
11753,0.53,0.47,106
11754,0.88,0.81,179
11755,0.8,0.6,217
11756,0.68,0.79,184
11757,0.66,0.6,210
11758,0.61,0.61,246
11759,0.74,0.55,262
11760,0.61,0.83,245
11761,0.57,0.99,222
11762,0.68,0.54,146
11763,0.75,0.79,263
11764,0.29,0.57,134
11765,0.81,0.81,250
11766,0.53,0.68,173
11767,0.42,0.96,173
11768,0.64,0.67,252
11769,0.63,0.5,230
11770,0.81,0.81,212
11771,0.71,0.66,187
11772,0.7,0.83,241
11773,0.53,1,164
11774,0.16,0.93,218
11775,0.17,0.55,194
11776,0.7,0.95,158
11777,0.43,0.88,149
11778,0.49,0.62,161
11779,0.5,0.9,226
11780,0.57,0.59,111
11781,0.68,0.75,258
11782,0.62,0.61,266
11783,0.69,0.75,253
11784,0.63,0.7,160
11785,0.76,0.62,230
11786,0.62,0.76,198
11787,0.82,0.69,250
11788,0.2,0.7,225
11789,0.16,0.7,178
11790,0.2,0.78,196
11791,0.53,0.51,240
11792,0.71,0.63,204
11793,0.7,0.93,250
11794,0.92,0.94,224
11795,0.81,0.92,268
11796,0.79,0.62,167
11797,0.53,0.64,168
11798,0.51,0.56,168
11799,0.78,0.9,158
11800,0.5,0.91,240
11801,0.92,1,261
11802,0.59,0.54,176
11803,0.77,0.55,217
11804,0.74,0.87,224
11805,0.67,0.97,196
11806,0.56,0.59,223
11807,0.84,0.44,131
11808,0.53,0.77,167
11809,0.86,0.71,273
11810,0.77,0.68,98
11811,0.97,0.94,253
11812,0.69,0.87,174
11813,0.73,0.9,274
11814,0.42,0.47,174
11815,0.4,0.47,173
11816,0.33,0.41,198
11817,0.68,0.66,238
11818,0.78,0.8,256
11819,0.92,0.6,179
11820,0.66,0.66,273
11821,0.6,0.45,104
11822,0.86,0.83,208
11823,0.61,0.49,275
11824,0.71,0.68,231
11825,0.86,0.62,186
11826,0.96,0.59,241
11827,0.7,0.54,194
11828,0.38,0.49,196
11829,0.39,0.75,185
11830,0.49,0.4,148
11831,0.78,0.62,150
11832,0.74,0.79,121
11833,0.82,0.76,266
11834,0.6,0.42,109
11835,0.72,0.99,143
11836,0.73,0.97,174
11837,0.89,0.55,159
11838,0.74,0.94,157
11839,0.83,0.57,222
11840,0.24,0.88,199
11841,0.93,0.89,255
11842,0.96,0.62,253
11843,0.16,0.68,149
11844,0.21,0.85,285
11845,0.69,0.54,164
11846,0.66,0.96,243
11847,0.67,0.39,207
11848,0.85,0.58,186
11849,0.37,0.92,211
11850,0.64,0.64,190
11851,0.91,0.82,241
11852,0.96,0.68,206
11853,0.74,0.7,273
11854,0.94,0.99,157
11855,0.37,0.72,183
11856,0.92,0.85,151
11857,0.86,0.72,217
11858,0.66,0.49,235
11859,0.19,0.61,127
11860,0.65,0.61,167
11861,0.92,0.44,260
11862,0.83,0.8,240
11863,0.94,0.82,187
11864,0.42,0.69,126
11865,0.78,0.53,168
11866,0.58,0.76,197
11867,0.5,0.64,170
11868,0.82,0.76,219
11869,0.97,0.92,137
11870,0.8,0.93,225
11871,0.82,0.84,194
11872,0.95,0.99,251
11873,0.88,0.51,195
11874,0.5,0.86,180
11875,0.53,0.8,225
11876,0.82,0.74,229
11877,0.15,0.74,144
11878,0.92,0.7,129
11879,0.53,0.74,172
11880,0.58,1,220
11881,0.88,0.74,273
11882,0.85,0.72,245
11883,0.99,0.68,264
11884,0.94,0.73,268
11885,0.63,0.94,172
11886,0.85,0.9,245
11887,0.95,0.66,192
11888,0.71,0.66,268
11889,0.49,0.88,244
11890,0.71,0.69,222
11891,0.52,0.62,239
11892,0.48,0.72,143
11893,0.82,0.79,160
11894,0.83,0.76,255
11895,0.85,0.87,152
11896,0.57,0.64,226
11897,0.16,0.63,266
11898,0.85,0.64,256
11899,0.82,0.67,198
11900,0.9,0.89,254
11901,0.92,0.64,104
11902,0.9,0.48,136
11903,0.82,0.8,205
11904,0.84,0.81,236
11905,0.92,0.65,176
11906,0.82,0.82,148
11907,0.8,0.8,146
11908,0.6,0.85,242
11909,0.14,0.38,115
11910,0.85,0.89,150
11911,0.55,0.81,239
11912,0.49,0.71,178
11913,0.82,0.58,263
11914,0.59,0.77,272
11915,0.9,0.82,133
11916,0.62,0.72,149
11917,0.61,0.68,193
11918,0.52,0.55,174
11919,0.79,0.87,223
11920,0.49,0.89,201
11921,0.73,0.67,139
11922,0.67,0.49,241
11923,0.52,0.61,187
11924,0.72,0.64,192
11925,0.48,0.5,142
11926,0.19,0.79,229
11927,0.49,0.49,104
11928,0.9,0.76,255
11929,0.49,0.49,212
11930,0.6,0.53,235
11931,0.62,0.85,237
11932,0.64,0.5,253
11933,0.22,0.94,193
11934,0.9,0.55,259
11935,0.74,0.95,266
11936,0.85,0.54,185
11937,0.33,0.65,172
11938,0.5,0.73,180
11939,0.38,0.53,157
11940,0.8,0.86,262
11941,0.11,0.88,272
11942,0.72,0.87,223
11943,0.37,0.52,159
11944,0.41,0.5,153
11945,0.1,0.77,247
11946,0.92,0.85,259
11947,0.89,1,224
11948,0.42,0.53,142
11949,0.45,0.54,135
11950,0.11,0.81,305
11951,0.84,0.92,234
11952,0.41,0.55,148
11953,0.36,0.56,137
11954,0.38,0.54,143
11955,0.45,0.47,160
11956,0.78,0.99,255
11957,0.45,0.51,160
11958,0.76,0.89,262
11959,0.11,0.83,282
11960,0.38,0.55,147
11961,0.09,0.95,304
11962,0.46,0.57,139
11963,0.4,0.53,158
11964,0.89,0.92,242
11965,0.82,0.87,239
11966,0.4,0.49,135
11967,0.41,0.46,128
11968,0.38,0.5,132
11969,0.09,0.62,294
11970,0.45,0.57,134
11971,0.4,0.51,145
11972,0.45,0.55,140
11973,0.84,0.87,246
11974,0.1,0.94,255
11975,0.38,0.46,137
11976,0.45,0.5,126
11977,0.11,0.89,306
11978,0.41,0.54,152
11979,0.87,0.88,269
11980,0.45,0.48,158
11981,0.4,0.46,127
11982,0.1,0.8,281
11983,0.09,0.89,276
11984,0.84,0.74,182
11985,0.4,0.55,147
11986,0.57,0.7,273
11987,0.4,0.54,148
11988,0.43,0.47,147
11989,0.13,0.78,152
11990,0.44,0.55,135
11991,0.38,0.55,134
11992,0.39,0.54,132
11993,0.1,0.92,307
11994,0.37,0.46,140
11995,0.11,0.94,255
11996,0.1,0.81,309
11997,0.38,0.54,128
11998,0.85,1,225
11999,0.85,0.91,226
12000,0.11,0.93,308
12001,0.1,0.95,244
12002,0.36,0.56,132
12003,0.11,0.94,286
12004,0.81,0.7,161
12005,0.43,0.54,153
12006,0.9,0.98,264
12007,0.76,0.86,223
12008,0.43,0.5,135
12009,0.74,0.99,277
12010,0.09,0.77,275
12011,0.45,0.49,149
12012,0.09,0.87,295
12013,0.11,0.97,277
12014,0.11,0.79,306
12015,0.1,0.83,295
12016,0.4,0.54,137
12017,0.43,0.56,157
12018,0.39,0.56,142
12019,0.45,0.54,140
12020,0.38,0.49,151
12021,0.79,0.59,139
12022,0.84,0.85,249
12023,0.11,0.77,291
12024,0.11,0.87,305
12025,0.17,0.84,232
12026,0.44,0.45,132
12027,0.37,0.57,130
12028,0.1,0.79,291
12029,0.4,0.5,130
12030,0.89,1,246
12031,0.42,0.48,143
12032,0.46,0.55,129
12033,0.09,0.83,255
12034,0.37,0.51,155
12035,0.1,0.77,265
12036,0.1,0.84,279
12037,0.11,0.97,284
12038,0.9,1,221
12039,0.38,0.52,154
12040,0.36,0.52,147
12041,0.42,0.46,150
12042,0.09,0.94,267
12043,0.43,0.52,158
12044,0.24,0.46,224
12045,0.91,1,257
12046,0.44,0.5,148
12047,0.71,0.87,177
12048,0.4,0.49,155
12049,0.43,0.47,144
12050,0.09,0.85,289
12051,0.43,0.52,160
12052,0.9,0.96,258
12053,0.84,1,234
12054,0.37,0.48,137
12055,0.86,0.68,263
12056,0.11,0.84,251
12057,0.37,0.57,133
12058,0.4,0.46,132
12059,0.14,0.62,158
12060,0.4,0.46,135
12061,0.75,1,216
12062,0.11,0.84,300
12063,0.46,0.49,138
12064,0.11,0.92,260
12065,0.38,0.49,132
12066,0.7,0.89,183
12067,0.09,0.82,250
12068,0.37,0.45,151
12069,0.1,0.83,292
12070,0.38,0.57,140
12071,0.9,1,221
12072,0.44,0.51,138
12073,0.36,0.5,132
12074,0.31,0.84,133
12075,0.1,0.84,283
12076,0.42,0.48,129
12077,0.74,1,249
12078,0.73,0.87,257
12079,0.09,0.96,245
12080,0.45,0.53,155
12081,0.11,0.8,256
12082,0.37,0.47,152
